,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LANDAREA_AVG,LIVINGAREA_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,LANDAREA_MODE,LIVINGAREA_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,LANDAREA_MEDI,LIVINGAREA_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Revolving loans,CODE_GENDER_M,CODE_GENDER_XNA,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Group of people,NAME_TYPE_SUITE_Inconnu,NAME_TYPE_SUITE_Other_A,NAME_TYPE_SUITE_Other_B,"NAME_TYPE_SUITE_Spouse, partner",NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Lower secondary,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Cleaning staff,OCCUPATION_TYPE_Cooking staff,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Inconnu,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,OCCUPATION_TYPE_Secretaries,OCCUPATION_TYPE_Security staff,OCCUPATION_TYPE_Waiters/barmen staff,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_SATURDAY,WEEKDAY_APPR_PROCESS_START_SUNDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,ORGANIZATION_TYPE_Agriculture,ORGANIZATION_TYPE_Bank,ORGANIZATION_TYPE_Business Entity Type 1,ORGANIZATION_TYPE_Business Entity Type 2,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Culture,ORGANIZATION_TYPE_Electricity,ORGANIZATION_TYPE_Emergency,ORGANIZATION_TYPE_Government,ORGANIZATION_TYPE_Hotel,ORGANIZATION_TYPE_Housing,ORGANIZATION_TYPE_Industry: type 1,ORGANIZATION_TYPE_Industry: type 10,ORGANIZATION_TYPE_Industry: type 11,ORGANIZATION_TYPE_Industry: type 12,ORGANIZATION_TYPE_Industry: type 13,ORGANIZATION_TYPE_Industry: type 2,ORGANIZATION_TYPE_Industry: type 3,ORGANIZATION_TYPE_Industry: type 4,ORGANIZATION_TYPE_Industry: type 5,ORGANIZATION_TYPE_Industry: type 6,ORGANIZATION_TYPE_Industry: type 7,ORGANIZATION_TYPE_Industry: type 8,ORGANIZATION_TYPE_Industry: type 9,ORGANIZATION_TYPE_Insurance,ORGANIZATION_TYPE_Kindergarten,ORGANIZATION_TYPE_Legal Services,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Mobile,ORGANIZATION_TYPE_Other,ORGANIZATION_TYPE_Police,ORGANIZATION_TYPE_Postal,ORGANIZATION_TYPE_Realtor,ORGANIZATION_TYPE_Religion,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Security Ministries,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Telecom,ORGANIZATION_TYPE_Trade: type 1,ORGANIZATION_TYPE_Trade: type 2,ORGANIZATION_TYPE_Trade: type 3,ORGANIZATION_TYPE_Trade: type 4,ORGANIZATION_TYPE_Trade: type 5,ORGANIZATION_TYPE_Trade: type 6,ORGANIZATION_TYPE_Trade: type 7,ORGANIZATION_TYPE_Transport: type 1,ORGANIZATION_TYPE_Transport: type 2,ORGANIZATION_TYPE_Transport: type 3,ORGANIZATION_TYPE_Transport: type 4,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block of flats,HOUSETYPE_MODE_specific housing,HOUSETYPE_MODE_terraced house,WALLSMATERIAL_MODE_Inconnu,WALLSMATERIAL_MODE_Mixed,WALLSMATERIAL_MODE_Monolithic,WALLSMATERIAL_MODE_Others,WALLSMATERIAL_MODE_Panel,"WALLSMATERIAL_MODE_Stone, brick",WALLSMATERIAL_MODE_Wooden,EMERGENCYSTATE_MODE_No,EMERGENCYSTATE_MODE_Yes,ANOMALIE_DAYS_EMPLOYED
300731,448406,2,225000.0,450000.0,30073.5,450000.0,0.008019,-10352,-2039,-3009.0,-3017,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,1,1,0.618529549429424,0.4970880611053474,0.5388627065779676,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0.0,0.0,0.0,0.0,-1712.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
121109,240417,0,270000.0,1206000.0,31941.0,1206000.0,0.0145199999999999,-19009,-207,-3957.0,-2561,1,1,0,1,0,0,2.0,2,2,12,0,1,1,0,1,1,0.5059979305057544,0.4720950735085165,0.524496446363472,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,1.0,1.0,1.0,1.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
142596,265348,0,315000.0,765000.0,49018.5,765000.0,0.0145199999999999,-9202,-556,-4042.0,-1857,1,1,0,1,0,1,2.0,2,2,14,0,0,0,0,1,1,0.5618570170788298,0.5829003011256835,0.7180328113294772,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
276723,420691,0,135000.0,1647000.0,43578.0,1647000.0,0.0228,-20853,0,-9582.0,-4241,1,0,0,1,1,0,2.0,2,2,11,0,0,0,0,0,0,0.7634644587717302,0.5669388269960463,0.6832688314232291,0.066,0.0,0.9752,0.0,0.0345,0.125,0.0125,0.0,0.0,0.0672,0.0,0.9752,0.0,0.0345,0.125,0.0128,0.0,0.0,0.0666,0.0,0.9752,0.0,0.0345,0.125,0.0127,0.0,0.0,0.0462,2.0,1.0,2.0,1.0,-1087.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,1
301674,449490,0,67500.0,266652.0,13761.0,202500.0,0.00712,-21166,-8745,-8236.0,-4655,1,1,1,1,1,0,2.0,2,2,8,0,0,0,0,1,1,0.5059979305057544,0.530921402606887,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0.0,0.0,0.0,0.0,-1130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
93423,208491,1,121500.0,269550.0,21294.0,225000.0,0.007114,-12062,-147,-333.0,-3750,1,1,0,1,1,0,3.0,2,2,13,0,0,0,0,0,0,0.2864559388092508,0.4801620050282806,0.3170317785834444,0.0314,0.0763,0.9781,0.0,0.0862,0.0833,0.0,0.0323,0.0381,0.0126,0.0746,0.9727,0.0,0.069,0.0417,0.0,0.0103,0.0,0.0317,0.0758,0.9781,0.0,0.0862,0.0833,0.0,0.0329,0.0389,0.0539,2.0,1.0,2.0,1.0,-265.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0
198061,329639,0,112500.0,1546020.0,42642.0,1350000.0,0.0088659999999999,-21121,0,-14715.0,-4668,1,0,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.6468534445747545,0.8061492814355136,0.0402,0.0631,0.9722,0.0,0.1379,0.1667,0.0281,0.0495,0.0156,0.041,0.0654,0.9722,0.0,0.1379,0.1667,0.0287,0.0516,0.0165,0.0406,0.0631,0.9722,0.0,0.1379,0.1667,0.0286,0.0504,0.016,0.0495,3.0,0.0,3.0,0.0,-1499.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,1
290075,436053,2,135000.0,1314117.0,37791.0,1147500.0,0.018634,-13956,-5654,-3273.0,-4887,1,1,0,1,0,0,3.0,2,2,12,0,0,0,0,0,0,0.5059979305057544,0.5964023247971348,0.3409064264152384,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0.0,0.0,0.0,0.0,-792.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
47630,155172,0,72000.0,1024290.0,28165.5,855000.0,0.035792,-11217,-4101,-5652.0,-2463,1,1,0,1,1,0,2.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.7398123926618848,0.324891229465852,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,3.0,2.0,3.0,1.0,-14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
148398,272065,0,90000.0,284400.0,22599.0,225000.0,0.01885,-8102,-137,-8091.0,-777,1,1,0,1,0,0,2.0,2,2,12,0,0,0,1,1,0,0.5059979305057544,0.2240908872302894,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,4.0,0.0,3.0,0.0,-538.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
105047,221899,0,90000.0,135000.0,10093.5,135000.0,0.00733,-19530,-807,-7276.0,-2418,1,1,0,1,1,0,1.0,2,2,15,0,0,0,0,0,0,0.4655744378402809,0.6267225042220878,0.6658549219640212,0.0619,0.0763,0.9891,0.0,0.1034,0.1667,0.0481,0.038,0.0036,0.063,0.0746,0.9891,0.0,0.1034,0.1667,0.0458,0.0396,0.0011,0.0625,0.0758,0.9891,0.0,0.1034,0.1667,0.0487,0.0387,0.0031,0.0623,0.0,0.0,0.0,0.0,-2322.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
141430,263977,2,78750.0,916470.0,26928.0,765000.0,0.0145199999999999,-13797,-1694,-1102.0,-1132,1,1,1,1,0,0,4.0,2,2,11,0,0,0,0,0,0,0.3088733046414653,0.6550563043437042,0.6413682574954046,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,2.0,0.0,2.0,0.0,-96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
266267,408451,0,202500.0,312840.0,8964.0,247500.0,0.010643,-13088,-201,-4228.0,-2519,1,1,0,1,0,0,2.0,2,2,13,0,0,0,0,0,0,0.5059979305057544,0.6283172279492623,0.4884551844437485,0.0928,0.0409,0.9826,0.0,0.2069,0.1667,0.0643,0.0904,0.0,0.0945,0.0425,0.9826,0.0,0.2069,0.1667,0.0657,0.0942,0.0,0.0937,0.0409,0.9826,0.0,0.2069,0.1667,0.0654,0.092,0.0,0.0776,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
20004,123333,0,157500.0,507469.5,29263.5,459000.0,0.030755,-14360,-110,-126.0,-4984,1,1,1,1,1,0,2.0,2,2,18,0,0,0,0,0,0,0.4650664118605383,0.5427956463827064,0.3706496323299817,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,1.0,0.0,1.0,0.0,-1734.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
89536,203949,1,112500.0,610335.0,25785.0,463500.0,0.030755,-19272,-2893,-8100.0,-2752,1,1,0,1,1,0,3.0,2,2,10,0,0,0,0,1,1,0.5059979305057544,0.6331404156503074,0.6817058776720116,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,0.0,0.0,0.0,0.0,-249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
10695,112457,0,180000.0,675000.0,21775.5,675000.0,0.01885,-20943,-1902,-5374.0,-3992,1,1,1,1,0,0,2.0,2,2,11,0,0,0,0,0,0,0.4889839413671053,0.7676584666546703,0.5352762504724826,0.0876,0.0763,0.9816,0.0,0.1379,0.1667,0.0481,0.0745,0.0036,0.084,0.0746,0.9816,0.0,0.1379,0.1667,0.0458,0.0731,0.0011,0.0864,0.0758,0.9816,0.0,0.1379,0.1667,0.0487,0.0749,0.0031,0.0688,1.0,1.0,1.0,1.0,-1802.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
68486,179429,1,225000.0,225000.0,25447.5,225000.0,0.026392,-11980,-1200,-3577.0,-3586,1,1,1,1,0,0,3.0,2,2,11,0,0,0,0,0,0,0.5069413901030031,0.3956529283023218,0.5797274227921155,0.1742,0.0763,0.9811,0.04,0.0345,0.3333,0.0481,0.0821,0.0426,0.1775,0.0746,0.9811,0.0403,0.0345,0.3333,0.0458,0.0855,0.0451,0.1759,0.0758,0.9811,0.04,0.0345,0.3333,0.0487,0.0836,0.0435,0.0738,3.0,0.0,3.0,0.0,-106.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0
